diet_id,user_id,meal_type,food_items,calories_intake,meal_date
952,952,Lunch,"Cereal, Chicken Curry, Veg Sandwich, Upma",1083,23-05-2025
953,953,Breakfast,"Chicken Curry, Pav Bhaji, Spring Rolls, Hakka Noodles, Pasta Alfredo",430,22-05-2025
954,954,Dinner,"Kadhi Pakora, Veg Sandwich",1065,29-05-2025
955,955,Breakfast,"French Fries, Beef Steak",993,19-05-2025
956,956,Snack,"Green Curry, Cereal",199,13-06-2025
957,957,Lunch,"Sushi, Beef Steak",237,11-06-2025
958,958,Lunch,"Tandoori Chicken, Pad Thai, Greek Salad",847,19-05-2025
959,959,Breakfast,"Palak Paneer, Ramen",136,24-05-2025
960,960,Snack,"Nachos, Pasta Alfredo, Vada, Green Tea, Spring Rolls",145,10-06-2025
961,961,Dinner,"Spring Rolls, Fish and Chips",580,09-06-2025
962,962,Dinner,"Tempura, Sambar Rice, Boiled Egg, Coffee, Caesar Salad",862,02-06-2025
963,963,Breakfast,"French Fries, Lassi, Chicken Curry",450,06-06-2025
964,964,Lunch,"French Fries, Fried Rice, Chole Bhature",286,30-05-2025
965,965,Snack,"Green Tea, Pad Thai, Manchurian",648,04-06-2025
966,966,Snack,"Pasta Alfredo, Mutton Rogan Josh, Sambar Rice, Nachos",946,04-06-2025
967,967,Breakfast,"Veg Sandwich, Green Curry",688,08-06-2025
968,968,Dinner,"Protein Shake, Hakka Noodles",1118,15-06-2025
969,969,Snack,"Lamb Chops, Nachos, Mac and Cheese, Tempura",1063,01-06-2025
970,970,Snack,"Lamb Chops, Muesli, Pho",969,20-05-2025
971,971,Dinner,"Lamb Chops, Lassi",847,09-06-2025
972,972,Snack,"Idli, Tandoori Chicken, Quesadilla, Spring Rolls",243,15-06-2025
973,973,Dinner,"Fried Rice, Green Tea, Tandoori Chicken, French Fries, Milkshake",728,02-06-2025
974,974,Dinner,"Smoothie Bowl, Sushi, Beef Steak",848,14-06-2025
975,975,Lunch,"Hakka Noodles, Hot Dog, Tempura",116,08-06-2025
976,976,Breakfast,"Pav Bhaji, Hot Dog, Greek Salad, Rajma Chawal, Lassi",776,08-06-2025
977,977,Breakfast,"Hot Dog, Pav Bhaji, Butter Naan, Biryani",481,09-06-2025
978,978,Dinner,"Biryani, French Fries, Paneer Butter Masala, Tacos, Boiled Egg",694,04-06-2025
979,979,Snack,"Cereal, Butter Naan, Pizza, Hakka Noodles",629,20-05-2025
980,980,Dinner,"Green Tea, Boiled Egg, Protein Shake",615,21-05-2025
981,981,Snack,"Caesar Salad, Kadhi Pakora, Green Tea",271,12-06-2025
982,982,Dinner,"Nachos, Burrito",1072,05-06-2025
983,983,Dinner,"Hot Dog, Tempura, Tacos, Grilled Chicken",1028,22-05-2025
984,984,Dinner,"Spaghetti Bolognese, Pad Thai, Hakka Noodles, Spring Rolls",208,24-05-2025
985,985,Snack,"Sambar Rice, Cereal, Grilled Chicken",105,12-06-2025
986,986,Breakfast,"Lassi, Caesar Salad, Grilled Chicken",883,20-05-2025
987,987,Breakfast,"Dal Tadka, Hakka Noodles, Tempura, Chicken Wrap",189,03-06-2025
988,988,Dinner,"Green Tea, Smoothie Bowl, Milkshake, Poha",788,08-06-2025
989,989,Breakfast,"Coffee, Chicken Curry",396,25-05-2025
990,990,Lunch,"Tandoori Chicken, Chicken Wrap, Nachos",134,17-05-2025
991,991,Breakfast,"Buttermilk, Poha, Lassi, Green Tea",337,28-05-2025
992,992,Breakfast,"Mutton Rogan Josh, Tom Yum Soup",667,06-06-2025
993,993,Lunch,"Ramen, Biryani, Fruit Salad, Tom Yum Soup",372,12-06-2025
994,994,Lunch,"Coffee, Lamb Chops, Tempura, Dal Tadka",908,03-06-2025
995,995,Snack,"Greek Salad, Fruit Salad",1195,19-05-2025
996,996,Dinner,"Fish and Chips, Fruit Salad, Tacos",570,22-05-2025
997,997,Breakfast,"Upma, Greek Salad, Kadhi Pakora, Hakka Noodles",986,01-06-2025
998,998,Lunch,"Sambar Rice, Lamb Chops",114,24-05-2025
999,999,Dinner,"Spring Rolls, Scrambled Egg, Aloo Paratha, Poha",352,20-05-2025
1000,1000,Lunch,"Omelette, Grilled Chicken",401,21-05-2025
